epoch train_acc1 train_acc2 test_acc1 test_acc2 pure_ratio1 pure_ratio2
72 76.10334079283888 76.08256074168798 80.41 81.1 69.11623371200507 69.47448701850172
73 76.06697570332481 76.06178069053709 80.7 79.81 69.26061481375314 68.92679257846959
74 76.26998081841433 76.10334079283888 80.7 80.81 68.56281017008925 68.78831179518131
75 76.61325127877238 76.28037084398977 80.02 79.81 68.02742949848295 68.69241043836034
76 75.02677429667519 75.6014226342711 81.74 80.14 70.90305125360526 70.89064405135872
77 76.47298593350384 76.6628037084399 79.35 80.3 67.73956571183055 67.60797155383557
78 76.52813299232737 76.83343989769821 80.57 79.31 67.3306836878749 67.80654669119386
79 76.68718030690538 76.65960677749361 80.66 81.23 67.8032165505343 67.77735870166764
80 76.9605179028133 76.3207320971867 80.8 81.53 68.17072852923926 67.91152236887079
81 77.03764386189258 76.79467710997443 79.65 80.6 67.48882670433152 67.86641050244337
82 76.77589514066496 76.99168797953965 78.93 80.03 67.63177903220301 67.74609592334052
83 77.22146739130434 77.14394181585678 79.79 79.19 65.98266928986872 66.5891608289101
84 77.2522378516624 77.04923273657289 80.25 78.92 68.68966421986977 68.35731914132934
85 77.04283887468031 77.0016783887468 80.03 80.86 67.42804377352611 67.3059501960055
86 77.30218989769821 77.48641304347827 81.21 80.73 67.11543917010614 67.17493424698142
87 77.3849104859335 77.43646099744245 79.54 81.33 66.95393537559181 66.42755315660385
88 77.36373081841433 77.42127557544757 80.12 78.94 66.70014589641964 67.44715039921424
89 77.6654411764706 77.72858056265984 74.9 78.12 66.99302681131641 66.25976110901044
90 77.84606777493606 77.815297314578 79.24 81.05 67.37266578756214 66.88146227345746
91 77.97194693094629 78.02030051150895 80.93 81.85 67.52561602476561 67.38600133245406
92 78.0218989769821 77.892023657289 79.59 79.42 65.95898856175553 65.98159263840459
93 78.32680626598466 78.15577046035806 81.29 81.21 66.19575402743311 66.03700407456353
94 78.18134590792839 78.25567455242967 78.09 78.06 66.19087856840544 65.6189818856297
95 78.33000319693095 78.30882352941177 77.45 79.15 65.43245920277901 65.55785181745254
96 78.5258152173913 78.45947890025576 77.63 78.17 64.75147326361368 65.26791379351496
97 78.63570971867007 78.69565217391305 80.13 81.16 65.25882110832383 64.84283279715329
98 78.7204283887468 78.52741368286445 79.98 72.83 65.14700343026139 65.04865038787143
99 78.7763746803069 78.65369245524296 80.1 80.24 65.7883320368672 65.03601272688827
100 78.80954283887468 78.87468030690538 76.72 78.24 64.6425740153619 65.19132001781473
101 78.74520460358056 78.9741847826087 79.86 80.57 66.06154617071692 66.42186360264557
102 79.139226342711 79.21914961636828 80.88 80.44 65.40108402621568 65.30285358290473
103 79.24672314578005 79.2039641943734 80.93 80.16 64.74453665294409 63.87465012317742
104 79.02093989769821 79.28148976982096 80.76 80.8 64.31555981376637 64.4607682956008
105 79.27149936061382 79.30266943734016 79.74 77.02 65.27792134983348 64.77380756999383
106 79.51886189258312 79.39418158567774 76.86 78.97 64.10527755860632 63.85484301962252
107 79.56361892583121 79.77661445012788 78.44 77.25 64.25924594854185 63.4964110659913
108 79.88411125319693 79.7110773657289 80.53 80.48 64.61871267742337 64.86966479519509
109 79.57360933503837 79.58200127877238 78.86 80.08 65.2244796835438 65.50429485142678
110 79.61037404092072 79.87611892583121 80.24 80.21 63.7381735614516 63.65283310413881
111 79.92127557544757 79.93646099744245 79.77 79.85 64.55724207138573 64.88507142963441
112 79.87092391304348 80.05754475703324 80.14 77.53 63.859297542548006 63.3289819306562
113 80.32888427109974 79.93686061381074 79.99 79.73 64.64955916248739 64.17660675459996
114 80.4479699488491 80.23537404092072 78.79 80.65 63.14414423916731 62.93231969238359
115 80.2653452685422 80.38283248081841 81.45 79.92 63.303120988028304 62.449103384349186
116 80.40481138107417 80.59942455242967 79.47 80.17 63.20572310048172 62.893227139345285
117 80.7105179028133 80.46914961636828 80.56 81.64 63.775206664856114 63.67880343583667
118 80.7692615089514 80.61460997442455 78.58 78.11 63.078920641443894 62.94936570498158
119 80.73689258312021 80.84039322250639 79.79 79.76 63.130086672647245 62.47041487757992
120 80.91552109974424 80.95628196930946 79.08 80.58 62.704163383159845 61.986018330243674
121 80.99504475703324 80.8903452685422 78.07 79.3 62.83855875740423 62.726147593539245
122 81.07057225063939 81.13570971867007 80.19 81.14 62.57088737920021 62.99020791074983
123 81.20004795396419 81.2647858056266 79.1 79.73 61.75713621539994 61.99902512770209
124 81.15409207161126 81.25039961636828 78.87 80.13 61.364297817703765 61.86691519597933
125 81.48497442455243 81.39665920716112 80.77 80.39 63.08905835326537 61.964373571172835
126 81.61085358056266 81.54052109974424 79.2 79.74 62.04661474657631 62.09346311409566
127 81.66919757033249 81.6895780051151 77.23 79.54 61.762266058288006 62.08901744288702
128 81.83743606138107 81.77829283887468 79.94 80.67 62.13631033643815 61.583693019114996
129 81.75111892583121 81.75951086956522 81.14 81.4 62.09483754170513 62.06895282347801
130 81.86660805626599 81.85701726342711 80.06 80.78 61.39573771496164 61.4242326558231
131 81.88299232736573 81.92495204603581 81.1 81.18 61.730643036950525 61.558143627913935
132 82.17990728900256 82.13515025575448 79.82 80.36 61.3429046365749 61.361404708175684
133 82.05642583120205 82.14114450127877 80.63 79.7 62.58230902831161 61.0303278212624
134 82.18510230179028 82.09518861892583 79.74 79.44 61.94100380179576 62.774232455915104
135 82.30938299232737 82.10358056265984 79.61 79.58 61.821861903230214 62.16741468804138
136 82.27861253196932 82.39889705882354 75.04 78.84 60.721468078803774 60.11855114836875
137 80.85278132992327 82.32696611253196 79.07 80.3 62.96095191144928 63.57373413457582
138 82.21747122762149 82.45484335038363 79.08 78.62 60.930845847151595 60.709210745010466
139 82.48121803069054 82.54915281329923 80.14 80.41 61.84935064987795 61.7550317568133
140 82.78412723785166 82.62188299232737 80.78 80.68 60.78367746206617 60.5353057378407
141 82.77533567774935 82.69541240409207 79.55 79.21 60.285279837917344 60.29263371502254
142 82.82089194373401 82.90001598465473 79.58 80.49 60.819875825711975 60.76037574454598
143 83.23889066496163 82.90800831202046 79.34 78.76 60.63950333250695 60.24610714371823
144 83.03268861892583 82.92399296675192 78.32 78.57 60.89888067735217 59.824021635553144
145 83.09982416879795 83.18454283887468 78.9 79.06 60.6938420388097 60.25213895644165
146 83.20212595907928 83.16695971867007 79.16 78.98 61.527743481632456 60.40409304851914
147 83.14937659846548 83.29683503836317 79.26 79.36 60.16974124616669 59.465847243039974
148 83.4906489769821 82.8216911764706 80.31 79.3 61.937196656104256 61.197550632604454
149 83.30242966751918 83.12020460358056 78.83 79.92 61.253739615782635 60.69041643210437
150 83.64809782608695 83.53220907928389 78.87 79.17 60.25411738270919 60.00090771021262
151 83.41831841432226 83.70004795396419 79.13 79.01 60.48669714211352 60.957852487796735
152 83.77477621483376 83.7587915601023 79.29 79.64 60.45168354520413 60.01008606490498
153 83.66088554987212 83.80474744245524 79.87 80.09 59.394686030811926 59.69827099491847
154 83.82432864450128 83.79235933503837 80.58 79.33 59.55633711106103 59.25298849888889
155 83.85390025575448 83.82033248081841 78.28 79.28 60.80565250322288 60.27650667036852
156 83.61093350383632 83.50583439897699 78.1 78.14 60.00693881431535 59.70170339779108
157 84.07568734015345 83.75759271099744 80.24 80.14 59.78668676627984 59.539896756062745
158 83.99856138107417 84.08208120204604 78.59 79.51 59.82084802097586 59.176018638934224
159 84.29227941176471 84.16200447570333 79.57 80.42 60.28511592130517 59.32215092381334
160 84.1979699488491 84.31345907928389 78.34 79.86 59.29918465517237 59.28211195888345
161 84.14162404092072 84.4253516624041 78.36 79.59 58.34359996688868 58.80337448770577
162 83.98457480818415 84.1540121483376 79.46 79.74 60.63697625360777 61.387325084857835
163 84.47850063938618 84.54283887468031 79.46 79.96 58.52617776135904 58.14835322225875
164 84.65513107416879 84.51086956521739 79.7 79.23 59.06732557514864 58.38988966001155
165 84.54363810741688 84.62515984654732 78.32 79.68 60.042607209750294 59.46419393087059
166 84.55682544757033 84.67031649616368 77.17 77.05 58.80031877004196 59.45310552576987
167 84.60557864450128 84.67151534526855 79.15 77.6 57.987851958816336 58.10011111199614
168 84.75063938618926 84.6727141943734 79.07 79.02 60.26806608984561 59.149557088041384
169 84.71747122762149 84.76662404092072 79.28 79.26 59.38796994423593 59.10257226433695
170 85.03956202046035 84.76742327365729 79.31 79.53 59.82734845283643 58.8236261763991
171 85.01638427109974 84.99840153452685 78.98 79.94 58.520955813155304 58.16793784504777
172 84.98761189258312 85.01958120204604 79.01 79.18 58.17161293898917 58.328673378507865
173 85.00759271099744 85.29811381074168 78.74 79.38 58.82660990698451 58.95590384908875
174 85.1206841432225 85.07632672634271 80.01 78.86 59.10587152011854 59.341022132507014
175 85.32528772378517 85.2653452685422 79.17 79.0 57.212341154157 57.33179011951392
176 84.96723145780051 85.24336636828644 78.94 79.42 58.311335205422765 57.65723273433522
177 85.38562979539643 85.37963554987212 79.46 79.76 57.40140578375874 58.021467733743954
178 85.4391783887468 85.38682864450128 78.5 78.37 57.17509718938938 57.28456973379494
179 85.36964514066496 85.31729539641944 78.55 79.2 57.81823597812014 57.45341502186693
180 85.48273657289002 85.28932225063939 78.47 78.6 59.75146288149582 59.05557501395156
181 85.51670396419438 85.35406010230179 78.8 78.92 59.58903686788448 59.22602615527997
182 85.63019501278772 85.64498081841433 79.8 79.33 58.72407040245911 59.343104323922745
183 85.93909846547315 85.76086956521739 78.91 79.09 56.730856171393256 57.244059932678866
184 85.64098465473145 85.64458120204604 79.49 79.4 57.35676860958942 57.777072942937245
185 85.74608375959079 85.83679667519182 77.85 78.58 57.4039533214725 58.466572855958994
186 85.87356138107417 85.72490409207161 79.52 79.4 59.306416800022966 58.92332944123231
187 85.65736892583121 85.78244884910485 78.91 78.74 57.84261655049227 58.06726352480074
188 85.97506393861893 85.75047953964194 79.29 78.33 58.59895042439801 58.90295055896077
189 86.00143861892583 86.00703324808184 79.4 79.12 57.51139596408141 57.19373621547535
190 86.22961956521739 85.90752877237851 79.1 79.18 56.76926689394722 56.712762230665
191 86.17487212276215 85.95668158567774 78.39 78.63 58.63569295154972 58.395626822736766
192 86.1229219948849 86.01742327365729 79.41 78.86 58.19198432745898 58.13801949934789
193 86.17806905370844 86.03340792838874 79.01 78.61 56.106968124231535 56.54719782916712
194 86.18166560102301 85.96267583120205 78.92 78.99 59.20048621455274 57.962186293388335
195 86.33351982097187 86.07376918158567 79.15 79.06 56.94272443952747 57.43643398374861
196 86.20564258312021 86.22242647058823 78.9 79.02 57.76281724811135 57.08850292929576
197 86.2883631713555 86.25559462915601 78.75 79.06 56.86505485888669 55.88068305497218
198 86.23281649616368 86.14729859335038 78.67 78.73 56.510814774881254 56.40880645356347
199 86.19645140664962 86.2116368286445 78.95 79.27 56.601695030309436 56.11522639806076
