epoch train_acc1 train_acc2 test_acc1 test_acc2 pure_ratio1 pure_ratio2
87 26.07217071611253 25.97666240409207 67.03 66.0 29.101644152758357 29.252007821508652
88 26.092151534526856 26.037004475703323 66.38 66.4 28.960114897885834 28.944019008532624
89 26.23441496163683 26.16887787723785 68.26 68.81 29.225531772229626 29.344879506079753
90 26.377477621483376 26.19165601023018 67.97 68.52 28.689316087376437 28.870826250737004
91 26.56489769820972 26.3678868286445 68.49 69.07 29.27881884811273 29.21383140784759
92 26.323529411764707 26.390265345268542 68.22 67.86 28.859470499073282 29.058091691015036
93 26.538523017902815 26.516544117647058 68.83 69.01 29.633048064583214 29.61949038416331
94 27.022458439897697 26.830242966751918 66.05 65.22 27.979602833742575 28.041578948363515
95 26.61644820971867 26.58727621483376 64.56 67.16 28.781695021340045 28.918892189928922
96 26.74352621483376 26.646019820971865 67.91 68.48 28.969440876072976 29.170237292338488
97 26.93374360613811 26.961317135549873 68.37 68.06 27.60343409318199 27.657511731307654
98 27.151934143222505 27.137947570332482 67.66 67.54 28.087299880784908 28.20931628939005
99 27.22826086956522 27.20907928388747 68.74 68.41 26.947134910467675 27.111618552031995
100 27.32217071611253 27.38531010230179 68.62 68.11 27.661957915161906 27.810853933354075
101 27.34734654731458 27.392503196930946 68.31 68.08 27.51491477704632 27.442628396604526
102 27.396898976982097 27.277813299232736 67.87 68.54 28.092824303008534 28.405158383301412
103 27.610693734015346 27.408487851662404 67.84 67.75 27.480127056157563 27.51068251573439
104 27.73737212276215 27.822890025575447 68.12 69.28 27.141176750985508 27.14523975904821
105 27.766144501278774 27.82368925831202 68.53 67.04 27.05404195148287 27.252662655440425
106 27.738970588235293 27.95516304347826 67.32 69.13 26.96194027665803 26.938967062744688
107 27.772538363171357 27.915601023017903 68.15 68.53 27.55322785248869 27.399393848988456
108 28.117806905370845 27.92479219948849 67.24 63.73 27.133048047011474 27.37142663730886
109 28.109015345268542 27.921195652173914 67.75 69.57 26.516346961065317 26.75628833384795
110 28.163762787723787 28.20012787723785 69.38 69.02 27.169736303608296 27.272663949725025
111 28.230898337595907 28.37915601023018 67.96 67.87 27.220152835124935 27.255058138041495
112 28.46027813299233 28.642902813299234 68.58 67.96 26.015059468961656 26.098707923617134
113 28.562979539641944 28.311221227621484 67.0 67.91 26.245536153088008 26.31589823152361
114 28.586157289002557 28.57217071611253 65.17 66.79 26.17301112521609 26.493979331779258
115 28.717231457800512 28.728021099744247 67.75 68.52 26.34856036284209 26.28986476702824
116 28.757592710997443 28.778372762148337 67.33 67.38 26.633686704495535 26.738742418198164
117 28.896259590792837 28.644101662404093 67.73 68.44 25.697199774575296 25.883332390046697
118 28.994165601023017 28.800351662404093 68.14 67.43 26.05218396274397 26.066373763712736
119 29.06010230179028 29.10406010230179 67.89 67.6 26.005005978268578 25.84648475593923
120 29.278692455242968 29.24472506393862 67.17 67.84 25.08962708520071 25.18335643859917
121 29.419757033248082 29.29987212276215 67.75 67.87 25.42664511442246 25.46770298588303
122 29.23753196930946 29.315057544757032 68.52 68.21 25.77790324350471 25.931082517938602
123 29.47650255754476 29.49768222506394 68.95 68.61 25.399306023113144 25.43869025029866
124 29.7258631713555 29.68630115089514 67.48 68.06 24.85787845663374 24.890615688898443
125 29.620364450127877 29.63914641943734 68.23 67.69 25.031610871458238 25.198010996299395
126 29.7878037084399 29.85933503836317 68.04 67.39 24.86357043165195 24.844070508397007
127 29.82376918158568 29.75063938618926 67.38 67.86 25.41082833319694 25.314493742069498
128 29.888107416879794 29.826566496163682 68.03 67.61 25.156113394573016 25.23104624414374
129 30.07632672634271 30.025175831202045 68.68 67.62 24.94650840592714 25.037815750494165
130 30.322490409207163 30.198609335038363 67.64 67.61 24.517778426775884 24.646260532846153
131 30.265345268542198 30.282928388746804 67.75 67.25 24.331392257299964 24.20924793040174
132 30.281729539641944 30.097106777493607 67.49 67.6 24.20036648219654 24.32124789347911
133 30.424392583120206 30.500319693094628 68.06 67.41 24.42526344687078 24.45742787881916
134 30.51270780051151 30.50591432225064 67.4 67.61 24.641219578384177 24.57244527972739
135 30.706521739130434 30.59023337595908 66.9 66.36 23.2943152043411 23.53861525109341
136 30.746882992327365 30.49112851662404 66.74 67.06 24.023125217394874 23.93146916901144
137 30.91711956521739 30.727701406649615 67.07 67.73 23.780162958620505 23.70689062907449
138 30.929507672634273 30.7576726342711 66.89 67.75 23.769589367903002 23.71915988981326
139 31.076166879795398 30.85877557544757 66.82 67.45 23.84528430228111 23.976728651273262
140 31.198849104859335 31.071771099744247 66.76 67.43 23.66732750431121 23.79124591803736
141 31.062979539641944 31.141703964194374 67.14 67.84 24.257380327632887 24.144586278816142
142 31.168478260869566 31.33192135549872 67.13 67.22 23.300891443255615 23.308734206311303
143 31.339514066496164 31.263986572890026 66.59 67.27 23.35807269078391 23.29808179047273
144 31.54811381074169 31.254795396419436 67.21 67.79 22.993607915058398 23.050200515138048
145 31.579683503836318 31.50615409207161 66.13 67.22 22.747089113392878 22.93334750695666
146 31.48177749360614 31.417039641943735 66.93 67.28 23.09972128787099 23.1298985949471
147 31.691975703324808 31.382273017902815 66.33 66.65 22.79001539319021 22.850129593932284
148 31.769501278772378 31.734734654731458 66.33 67.54 22.95540595301155 22.89348794086349
149 31.819453324808183 31.699168797953963 66.35 67.27 22.887967117358443 23.06672540084731
150 31.859015345268542 31.786684782608695 66.53 66.69 22.479840765175542 22.576707467857055
151 32.10557864450128 31.95372442455243 66.49 66.54 22.697567457942714 23.00581292510902
152 31.927349744245525 31.88618925831202 65.47 67.48 22.822587656058936 22.69425373696816
153 32.36772698209719 32.251838235294116 65.6 67.3 21.986923447885655 22.024965999937642
154 32.15952685421995 32.185901534526856 65.44 67.27 22.593120604900022 22.684503080202234
155 32.364929667519185 32.235054347826086 65.76 66.85 22.07824155745933 22.175734092735038
156 32.42447250639386 32.22985933503836 65.1 66.91 21.755146261684157 21.75277354562425
157 32.48841112531969 32.29899296675192 65.23 66.85 22.634249597756 22.748907724217432
158 32.591911764705884 32.59670716112532 65.2 66.34 21.354310156189857 21.613578228306228
159 32.608695652173914 32.55914322250639 65.45 66.94 22.077969128327865 22.08895447324765
160 32.763746803069054 32.47162723785166 65.52 66.48 21.99741811045798 22.164129925349943
161 32.77373721227622 32.64386189258312 65.39 65.7 21.575890960172874 21.64491921189391
162 32.842071611253196 32.72258631713555 65.49 65.98 21.452193723035226 21.60943129850139
163 32.937979539641944 32.67782928388747 65.6 66.31 21.59285054875318 21.693931621162385
164 32.97394501278772 32.851662404092075 65.67 66.24 21.61776532589426 21.591053955019852
165 32.99672314578005 32.89282289002558 65.54 65.94 21.50719190973195 21.578010623229865
166 33.248081841432224 33.11540920716113 65.96 66.72 20.996062223400564 21.056762638989163
167 33.31521739130435 33.09622762148338 64.85 65.89 20.76642448451634 20.710702615862612
168 33.364769820971865 33.15217391304348 65.24 66.09 21.30380198669229 21.429522014053106
169 33.231297953964194 33.09343030690537 65.79 66.25 21.64235961784355 21.718532200743557
170 33.37875639386189 33.42631074168798 65.46 66.4 20.409373364898713 20.56632158260402
171 33.50223785166241 33.3963395140665 65.05 65.31 21.14699699901382 21.185557328203227
172 33.62492007672634 33.32640664961637 65.35 65.58 21.00204473782909 20.9005987588619
173 33.75639386189258 33.54459718670077 65.19 65.43 20.31777198227179 20.530508314392563
174 33.65409207161125 33.606537723785166 65.44 65.34 20.62379665443398 20.74441503682871
175 33.696451406649615 33.63850703324808 65.38 65.95 20.608135807914252 20.85674571202671
176 33.750799232736576 33.63970588235294 65.13 65.64 20.426353694364693 20.512905597931834
177 34.12284207161125 33.72442455242967 64.7 66.0 20.65576121654604 20.569485889073498
178 33.97258631713555 33.77917199488491 64.46 65.69 20.713009337340683 20.79727493687134
179 34.01094948849105 33.869485294117645 64.1 65.66 20.48887158466691 20.32792562819734
180 34.125639386189256 33.91983695652174 64.62 65.69 20.841216393645134 20.937612195221796
181 34.10246163682864 33.839514066496164 64.83 65.52 20.35700952865214 20.385592628318587
182 33.99416560102302 33.989769820971865 65.16 65.62 20.488922240110437 20.549844974722433
183 34.27030051150895 34.01654411764706 64.77 65.78 20.175558395578605 20.369786274178292
184 34.19357416879795 34.14881713554987 64.73 65.35 19.643945341159174 19.849182781787434
185 34.19677109974425 34.04811381074169 64.84 65.54 20.282790846714832 20.230927867781467
186 34.36500959079284 34.21755115089514 64.86 65.52 19.801011539707027 19.629010667730345
187 34.38738810741688 34.05330882352941 64.48 65.72 20.042432378878047 20.251878244228084
188 34.493286445012785 34.14282289002558 64.54 65.85 20.552580537915265 20.531933936308043
189 34.44693094629156 34.28748401534527 64.88 65.54 20.146620899309024 20.24063401922727
190 34.514066496163686 34.3514226342711 64.61 65.22 19.900105751410354 20.07679779201079
191 34.483695652173914 34.51046994884911 64.53 65.32 19.875275297060544 19.95014387006057
192 34.6551310741688 34.433343989769824 64.42 65.63 19.920702721621787 19.90068858410661
193 34.751838235294116 34.55043158567775 64.6 65.25 19.986991730935227 19.99754627133364
194 34.78940217391305 34.687100383631716 64.62 65.13 19.272706740053106 19.351094001818176
195 34.60238171355499 34.58160166240409 64.45 65.42 19.633496568347347 19.72691824607778
196 34.66472186700767 34.58320012787724 64.48 65.24 19.763168637108425 19.893280402498632
197 34.78300831202046 34.55402813299233 64.59 65.39 19.536798279176384 19.409636917452335
198 34.70668158567775 34.49408567774936 64.72 65.37 19.76993732710931 19.900444476470117
199 34.842950767263424 34.7318574168798 64.76 65.33 19.49686942804639 19.64490979769484
