epoch train_acc1 train_acc2 test_acc1 test_acc2 pure_ratio1 pure_ratio2
107 62.12875639386189 61.878996163682864 84.64 84.92 58.91063629799151 58.9977666675801
108 61.93454283887468 62.01086956521739 84.4 85.04 57.287595750911194 57.37392897489857
109 61.93494245524297 61.83503836317136 83.84 84.43 56.86101236211893 56.51967943800234
110 62.09279092071611 62.11996483375959 84.05 84.12 56.682336944277424 56.712778081796955
111 62.20428388746803 62.30778452685422 84.16 85.18 56.26489060143343 56.019135466442535
112 62.267023657289 62.237452046035806 85.26 85.03 56.57953003814409 56.2721765838823
113 62.271019820971865 62.43046675191816 84.98 85.45 56.43236095432581 56.401687091471985
114 62.435661764705884 62.46603260869565 85.49 85.46 55.266633054356866 55.82794620838095
115 62.498001918158565 62.37012468030691 84.77 85.53 56.11316332732009 55.343933727038895
116 62.305786445012785 62.555946291560105 85.08 84.63 55.55801277104123 56.10905664049942
117 62.53117007672634 62.432065217391305 83.77 84.54 55.747667627888646 55.4830934694526
118 62.130354859335036 62.55554667519181 85.64 85.62 56.407417762352296 56.82396565539332
119 62.21547314578005 62.735773657289 85.94 85.72 55.25958873135676 56.20282437054742
120 62.66624040920716 62.56114130434783 83.55 84.15 54.67687774127956 54.89131993748241
121 61.47138746803069 61.498161764705884 84.88 85.49 57.681103471165734 58.19298076980927
122 62.52517583120205 62.740968670076725 85.83 85.53 54.216494464706926 54.301437938397235
123 62.80250959079284 62.79931265984655 84.52 85.2 55.09286327180034 54.71866939117698
124 62.757752557544755 62.847666240409204 85.29 85.68 55.07007028784761 54.95842671185921
125 63.024696291560105 62.452445652173914 85.28 85.51 55.633953044607246 54.814694171675555
126 63.09742647058823 62.794916879795394 85.38 85.55 53.81597054551016 53.616448910566525
127 63.40033567774936 62.06521739130435 84.95 85.47 54.812411537269604 53.15577980714803
128 63.111013427109974 63.03508631713555 85.57 85.77 52.462441796539906 52.46652963404881
129 62.93278452685422 62.97194693094629 85.01 85.54 54.163494492402315 54.3977267279133
130 63.251678388746804 63.06345907928389 84.75 85.39 53.95979388363168 53.61367843747109
131 63.1337915601023 63.01350703324808 85.45 85.25 54.04818170896847 54.02024594348194
132 62.95516304347826 63.15297314578005 85.87 84.86 52.936787630763156 53.240889975902995
133 63.18734015345269 62.61349104859335 84.49 84.85 53.40026607463044 53.19381271487486
134 63.186940537084396 63.05626598465473 85.61 85.81 52.662521434612906 52.41460971291601
135 63.46587276214834 63.24408567774936 85.95 85.53 50.8483513502695 50.264731006418984
136 63.401934143222505 63.37715792838875 85.72 85.86 51.15121908127578 51.438407633659146
137 63.592151534526856 63.518622122762146 85.12 85.93 50.38665405353387 50.13270687823117
138 63.1485773657289 63.435901534526856 85.52 85.46 51.94156751344206 52.22785031777808
139 63.262468030690535 63.18654092071611 85.02 84.53 51.17191661121253 50.91267300891946
140 63.561780690537084 63.365968670076725 85.98 85.54 51.016388476708926 51.15083913545628
141 63.72362531969309 63.61812659846547 84.78 85.24 50.096934558345716 50.02785331279386
142 63.713634910485936 63.55378836317136 85.28 86.1 48.92781875029511 49.035948401263624
143 63.89905690537084 63.644900895140665 86.06 86.01 49.7648860634042 49.843671761266194
144 63.89186381074169 63.682065217391305 85.43 85.77 49.38346072347958 49.10257082622141
145 63.89466112531969 63.87947570332481 85.97 86.22 49.24914920928161 48.844474065626464
146 63.85070332480819 63.909047314578004 85.56 85.84 47.77091763025269 47.804324476319394
147 63.93981777493606 63.801150895140665 85.62 85.72 48.653185425977675 48.52879291028081
148 64.14242327365729 63.87867647058823 85.63 86.16 49.03760348773135 48.94685841297094
149 64.05810421994885 63.995764066496164 86.02 85.87 47.937710535122896 48.02931614463132
150 63.96379475703325 64.0389226342711 85.77 86.41 48.14479496065172 47.57453543898557
151 63.98657289002558 63.95820012787724 85.75 85.69 47.47464704945523 47.40374892229108
152 64.32065217391305 63.87228260869565 85.53 86.11 46.740683259037375 46.63693009262438
153 64.23992966751918 64.10006393861893 85.24 85.69 47.42461287688459 47.10273987918038
154 64.08048273657289 64.06210038363172 85.94 86.28 47.57776036209917 47.289825435417434
155 64.215952685422 64.22474424552429 85.76 85.76 45.95350514787856 45.94057548021743
156 64.3837915601023 64.22114769820972 84.99 85.81 45.93003082453213 46.298490512045554
157 64.31785485933504 64.04211956521739 86.3 85.87 47.69652628517534 47.96867492369226
158 64.39338235294117 64.40217391304348 86.03 85.77 45.510214778117586 45.52491590535069
159 64.40177429667519 64.38898657289002 86.06 85.62 44.210564459360896 44.21042145090587
160 64.66871803069054 64.46411445012788 85.61 85.62 44.05576804553788 43.93487231722527
161 64.54283887468031 64.39378196930946 85.5 85.67 44.879327833292066 44.82019330484806
162 64.40217391304348 64.16480179028133 85.08 86.06 47.28330175750065 46.47315992434091
163 64.49928069053709 64.47770140664962 85.58 85.42 45.842752019222594 45.69850084555965
164 64.57680626598466 64.43614130434783 85.95 85.46 45.5247920593189 45.613586470363956
165 64.68510230179028 64.5604219948849 85.76 85.88 42.87208883756202 43.2467802160897
166 64.68829923273657 64.63275255754476 85.7 85.99 42.338488805880125 42.63582644976508
167 64.76502557544757 64.7110773657289 85.64 85.75 42.30993218205495 42.637591167002924
168 64.59678708439898 64.534047314578 85.65 85.75 44.99207598312458 45.41177421612203
169 64.53684462915601 64.69389386189258 85.76 86.01 45.08678600957076 45.104847658067165
170 64.7878037084399 64.8053868286445 85.84 85.74 41.15356829870901 41.07591577220737
171 64.90489130434783 64.82137148337596 85.65 85.61 42.24171111639142 41.79428272778656
172 65.00439578005115 64.84774616368287 85.97 85.86 41.06951090966437 40.97423037320738
173 64.87971547314578 64.73865089514067 85.76 85.99 41.6696872323471 42.135611617708825
174 64.98161764705883 64.95963874680307 85.87 85.88 39.347371866553466 39.179363546371235
175 65.07432864450128 64.80898337595907 85.76 85.91 41.38614830750383 41.68802992971793
176 65.0355658567775 64.98681265984655 85.66 85.67 42.191694707679375 42.20415667026921
177 64.99920076726343 65.00319693094629 86.01 85.94 39.46334852984473 39.12579037898735
178 65.14226342710998 65.17143542199489 85.75 85.88 39.50698278703396 38.863872700189866
179 65.05195012787723 65.04875319693095 85.5 85.89 41.56736273104562 41.4752191542473
180 65.06873401534527 65.05994245524296 85.74 85.71 40.07257554891825 40.45605502766629
181 65.18142583120205 65.03756393861893 85.66 85.86 39.08020865181994 39.083731343961546
182 65.24856138107417 65.16584079283888 85.78 85.94 38.51228623607142 38.37203646027178
183 65.25135869565217 65.20580242966751 85.87 85.69 38.02652093572813 36.77981935654574
184 65.25815217391305 65.18861892583121 85.63 85.84 38.59424533976964 38.24551691559366
185 65.31090153452685 65.24216751918159 85.93 85.84 39.27668097744825 38.97788556995718
186 65.23377557544757 65.25295716112532 85.89 85.84 37.85175040929518 37.942958575950904
187 65.37843670076727 65.29251918158567 85.9 85.67 39.28960993539 38.854393688153294
188 65.392023657289 65.23617327365729 86.02 85.95 38.7595879096039 38.47533962024051
189 65.49392583120205 65.28532608695652 85.87 85.61 37.139103437057436 37.16761286454385
190 65.42399296675192 65.42599104859335 85.51 85.75 36.519154332453596 36.54080574157304
191 65.40321291560102 65.50231777493606 85.68 85.8 36.97605889421748 37.09551247275034
192 65.48113810741688 65.34686700767263 85.77 85.78 36.49878538625344 36.38284066033429
193 65.50071930946291 65.40201406649616 85.91 86.0 38.03751377920179 37.6879734360553
194 65.53148976982096 65.52989130434783 85.99 85.91 35.27920468726769 34.79603625013506
195 65.52589514066496 65.44077685421995 86.0 85.78 36.33630578003983 36.754969951900925
196 65.43438299232737 65.40001598465473 85.91 85.92 36.57277008300029 36.72203400464273
197 65.50151854219949 65.4156010230179 85.68 85.82 36.55458352389301 36.3752665351131
198 65.54227941176471 65.49472506393862 85.79 86.02 35.1768975554142 35.17413887618494
199 65.54187979539643 65.51470588235294 85.87 85.86 35.011175241354294 34.86778566701842
